employment,income,dti,score,amount,tenure,emp_length,delinquencies,savings,utilization,default
1,34739,0.543,706,14117,24,3.3,0,22172.72,0.358,1
0,60873,0.441,591,9084,36,0.3,1,19193.31,0.428,0
0,51535,0.258,718,8273,36,0.3,0,18734.31,0.212,0
0,69262,0.425,697,19607,36,10.9,1,28159.32,0.308,1
1,61401,0.328,639,20431,24,2.4,3,21128.48,0.522,0
1,45551,0.316,608,13774,36,3.3,4,7860.6,0.332,0
1,72795,0.331,724,7518,36,4.3,2,3777.34,0.324,0
0,54607,0.295,709,15003,48,5.1,0,12641.03,0.4,1
0,60126,0.319,698,17293,60,6.1,1,20505.13,0.371,0
0,69620,0.299,751,7632,36,8.2,1,12581.66,0.304,0
0,60614,0.432,663,13361,48,4.4,2,18878.53,0.439,0
0,44551,0.396,754,19034,24,13.6,1,25808.69,0.188,0
0,65765,0.294,696,26101,36,12,3,16014.64,0.33,1
0,64632,0.334,691,20684,36,9,3,24517.75,0.362,1
0,60380,0.278,714,28392,24,0.9,0,21679.63,0.275,0
0,76713,0.266,732,21239,36,1.8,1,16818.77,0.357,0
1,67291,0.314,768,19686,24,9.9,2,14975.09,0.21,0
0,73920,0.367,705,29811,36,1.4,0,24649.65,0.309,1
0,28613,0.318,646,14751,24,1,3,16237.87,0.385,1
0,55251,0.285,719,22601,48,2.2,0,24817.47,0.346,0
1,56286,0.36,714,9734,12,11.4,1,18563.28,0.251,0
0,56559,0.304,688,9670,48,3.3,1,20422.76,0.283,0
0,66264,0.262,712,17396,48,0.9,1,17744,0.328,1
1,61374,0.237,704,19784,48,6.2,0,23920.81,0.26,0
0,42974,0.206,699,24410,24,11.9,1,23218.93,0.237,0
0,58021,0.315,752,29032,24,5.9,1,14279.48,0.387,0
1,41292,0.322,736,24385,36,6.8,1,21497.76,0.34,0
1,61167,0.346,685,5192,36,0.1,1,22090.51,0.345,1
1,58053,0.385,685,17830,60,6.3,0,21992.54,0.263,0
1,65648,0.285,664,6404,36,6.6,2,22805.39,0.285,1
0,74927,0.271,733,26629,12,3.7,1,12173.88,0.233,0
0,55794,0.266,738,28935,36,0.6,2,18851.19,0.302,0
0,44527,0.263,753,28360,48,1.5,0,16433.59,0.323,0
0,60650,0.338,717,29740,24,4.1,2,12907.86,0.302,1
0,66104,0.307,712,27986,36,7.4,0,19397.61,0.252,0
0,60870,0.296,737,9180,36,15.2,1,27973.85,0.329,0
0,40584,0.351,738,23331,36,10.8,0,24240.15,0.347,1
1,47615,0.522,701,18189,36,3.7,0,10659.55,0.333,1
1,45974,0.312,697,21655,36,1.5,0,16799.72,0.351,0
0,53688,0.331,711,23198,24,6.3,4,18404.48,0.265,0
1,46904,0.431,666,28334,48,2.9,1,8927.75,0.309,0
1,70446,0.471,674,18016,36,0.1,6,8711.77,0.408,1
0,62346,0.333,624,29572,12,3.4,0,6179.96,0.403,0
0,46800,0.379,742,17910,36,7.2,1,19049.72,0.257,1
0,49394,0.292,730,22352,60,0.2,1,16142.94,0.29,0
0,62035,0.234,728,18594,36,5,1,22495.1,0.344,0
1,65886,0.406,737,7322,24,0.9,1,14731.84,0.297,0
0,45519,0.281,720,26096,36,0.3,1,8191.34,0.308,0
0,64506,0.269,709,13073,36,2.9,1,25563.1,0.302,0
0,45361,0.374,680,23287,12,2.9,3,16126.18,0.334,1
1,58660,0.207,682,5109,24,4.2,2,15872.46,0.326,1
1,70288,0.313,703,29923,36,1.2,2,26325.07,0.224,0
1,64136,0.322,689,13726,36,9.4,0,10513.36,0.39,0
0,67671,0.306,654,26639,36,0.9,2,22780.89,0.468,1
0,58567,0.189,743,8375,48,6.6,0,21343.75,0.337,0
1,61111,0.264,716,7194,24,2.8,2,24896.73,0.234,0
0,72749,0.266,721,27901,36,4.2,0,22998.03,0.318,0
0,75230,0.336,708,7118,48,1.8,1,18717.83,0.296,0
0,55479,0.294,731,26103,36,0.8,0,24062.38,0.271,0
0,67980,0.227,712,23946,12,1.4,1,15160.13,0.163,0
0,51676,0.31,715,14004,36,2,0,15895.27,0.303,0
1,70022,0.318,717,16150,36,1.7,0,13451.02,0.353,0
0,76723,0.233,734,7758,36,3.9,2,21240.18,0.287,0
0,75932,0.351,741,6571,36,1.7,2,26023.32,0.417,0
1,57919,0.296,703,8969,60,6,2,14990.52,0.269,0
0,66354,0.264,720,21381,48,1.7,1,16183.57,0.236,0
0,33490,0.319,722,14376,36,0,2,22282.72,0.279,0
0,33887,0.445,655,9548,12,6.7,3,12265.38,0.456,1
1,37548,0.542,686,15068,36,2.5,3,13352.59,0.5,0
0,54718,0.328,620,6828,36,2.8,3,31953.16,0.587,0
0,51536,0.295,775,15396,36,13,0,13234.93,0.412,0
0,63099,0.252,732,6636,24,1.3,2,28604.73,0.304,0
0,61568,0.33,701,8321,24,7.8,1,31507.59,0.307,0
0,63675,0.205,693,8794,36,3.5,1,11462.2,0.347,0
1,62659,0.252,752,8955,48,7.2,0,21329.88,0.37,0
0,59416,0.316,734,27396,12,16.7,0,8651.82,0.341,0
1,69973,0.267,685,19833,60,0.2,1,18843.64,0.289,0
0,46954,0.292,687,18635,24,1.8,2,18875,0.332,1
0,65009,0.328,696,17626,36,6,1,13312.14,0.374,1
0,55717,0.336,770,18070,24,5.3,0,22609.66,0.317,0
1,49466,0.322,714,13935,12,2.4,4,26371.61,0.339,0
0,59373,0.212,739,27216,36,4.5,2,33418.25,0.252,0
0,56849,0.364,779,13460,48,1.5,3,26907.28,0.284,0
1,27892,0.365,655,21947,36,2.8,3,29826,0.456,0
0,75499,0.294,722,16210,36,2.1,1,23163.35,0.277,0
1,45424,0.31,724,28039,48,1.6,0,17581.05,0.337,0
0,64360,0.319,720,18511,48,4,2,19148.21,0.251,0
0,55838,0.258,685,25957,36,1.1,0,20352.19,0.318,1
1,38483,0.517,691,23094,36,3.8,2,20788.94,0.373,0
0,53974,0.292,732,6501,48,1.9,1,18363.9,0.295,0
0,54121,0.192,698,19442,60,3.1,1,20867.86,0.261,0
0,57859,0.293,689,25263,24,1.6,3,22287.71,0.249,1
0,57287,0.408,724,8882,48,2.3,0,20854.99,0.301,0
0,68272,0.234,733,11632,12,0.6,1,20421.59,0.303,0
0,66337,0.363,727,26977,48,10.3,1,15032.91,0.237,0
0,77509,0.297,716,24254,36,0.9,2,16439.65,0.234,0
1,36495,0.196,680,13758,48,2.2,0,22777.88,0.268,0
1,71598,0.455,709,17547,36,0.3,1,22478.59,0.332,0
0,59339,0.324,718,13382,60,8,0,31769.87,0.198,0
0,68688,0.347,736,12980,12,12.2,1,13351.12,0.376,0
0,59777,0.387,750,5753,12,5.9,1,22621.92,0.331,0
1,73112,0.26,765,13535,60,6.4,0,18193.17,0.317,0
0,50477,0.368,724,20491,48,2.2,0,14098,0.395,1
1,50207,0.391,738,29048,48,10,0,12764.36,0.351,0
1,59878,0.289,743,23246,60,0.9,1,8498.23,0.275,0
1,70601,0.339,759,7924,36,5.5,2,26684.33,0.343,0
1,50177,0.35,662,26496,48,1.7,1,22421.74,0.351,1
0,69944,0.356,704,28470,24,1.6,1,12491.54,0.302,0
0,80575,0.298,706,11139,36,2.1,0,11101.74,0.387,0
1,33449,0.342,601,6404,36,5.3,3,17793.61,0.364,0
1,70071,0.426,721,24613,36,9.9,1,23294.62,0.357,0
1,54200,0.326,676,19509,24,0.2,2,13818.6,0.541,1
0,66568,0.441,658,13831,36,2.5,1,3098.12,0.423,0
1,60716,0.373,685,25254,48,9,0,13606.38,0.295,1
0,59457,0.289,707,18838,60,7.8,1,11884.86,0.206,0
0,60763,0.585,689,28248,36,0.9,3,13206.12,0.389,1
1,61677,0.352,647,20234,36,2.7,1,5308.47,0.401,0
0,55024,0.336,705,23779,24,1.2,2,16842.17,0.342,1
1,46470,0.296,642,20095,24,3.2,0,14211.69,0.505,0
0,60845,0.275,758,11862,48,15.5,0,14660.68,0.286,0
1,72856,0.265,695,25891,36,1.5,2,24418.38,0.301,0
1,41152,0.307,690,9116,48,2.4,1,23532.09,0.408,1
0,57437,0.231,729,22182,48,4.6,2,15301.69,0.329,0
1,38907,0.382,622,23927,12,3.8,0,21962.16,0.559,0
1,57806,0.447,603,18807,36,0.8,1,13042.82,0.39,0
0,52480,0.362,674,5742,36,3.8,2,21927.4,0.359,1
0,46808,0.341,773,9536,24,10.1,1,11882.93,0.327,0
1,25482,0.485,676,12480,36,4.1,1,12681.4,0.471,0
0,68389,0.361,746,7477,36,6.1,1,21449.57,0.285,0
0,63595,0.396,739,11847,24,11.7,0,22231.6,0.322,0
1,47604,0.405,637,20187,48,3,2,15401.67,0.475,0
0,46279,0.354,691,18269,12,2.6,0,22490.93,0.293,1
1,63078,0.366,726,8857,60,5.9,0,20702.25,0.304,0
1,33221,0.417,625,10637,60,2.5,2,18094.78,0.569,0
1,49822,0.461,604,16862,48,3,0,15340.85,0.304,0
0,70294,0.288,701,5396,48,0.5,2,35915.53,0.359,0
1,75125,0.357,612,12458,24,0.5,5,11341.22,0.527,0
0,63097,0.274,731,12493,36,6.6,2,19854.31,0.318,0
1,67579,0.328,692,14721,36,5.9,0,17390.21,0.312,1
1,21772,0.509,666,24551,24,0.7,1,16095.51,0.455,0
0,53385,0.289,689,29439,48,0.2,2,6358.21,0.513,1
0,56839,0.284,714,15310,60,14.9,1,22226.02,0.322,0
0,50259,0.365,691,6557,36,11.5,1,27821.57,0.324,0
1,48852,0.298,708,17032,36,2.6,2,19998.63,0.245,0
0,43568,0.28,733,25622,36,8.9,0,18983.3,0.366,0
0,62599,0.354,754,11319,48,5,2,18940.45,0.282,0
0,63090,0.38,738,7670,24,2.4,0,14203.89,0.368,0
0,58563,0.334,568,25346,48,0.5,1,13563.39,0.483,0
0,74856,0.397,681,26849,12,1,1,14842,0.519,1
0,67826,0.316,690,20924,24,9.7,1,30861.55,0.173,1
0,25388,0.399,574,5858,48,1.7,0,19569.69,0.483,0
0,73919,0.272,747,5210,48,0.4,1,17189.88,0.344,0
1,29798,0.403,668,19373,48,2.3,2,10374.66,0.447,0
0,63229,0.468,636,29930,60,5.1,4,18866.59,0.371,0
1,60493,0.354,705,9572,36,7.1,1,21687.75,0.288,1
1,28549,0.412,664,27631,36,1.9,2,14404.93,0.475,0
0,61820,0.357,716,9993,24,5,0,23131.45,0.35,0
1,50177,0.32,748,17065,36,9.7,0,17851.06,0.279,0
0,81113,0.307,718,25732,24,9.7,3,18911.69,0.285,0
0,56671,0.269,696,15456,36,0.7,0,26570.06,0.319,0
0,34090,0.324,681,15141,36,13.5,0,22164.54,0.296,1
1,58221,0.292,698,25924,36,15.8,2,24677.17,0.404,0
0,68418,0.368,735,20288,36,10.1,1,15644.82,0.254,0
1,50342,0.273,737,17162,12,5.5,1,15609.69,0.282,0
0,70578,0.306,713,21949,36,2.9,0,7417.67,0.267,0
0,57765,0.236,681,10491,60,10.2,3,19333.61,0.333,0
0,76123,0.294,682,16449,36,16,1,23988.79,0.225,1
0,62573,0.362,751,27617,24,5.1,2,25704.43,0.215,0
1,65529,0.351,677,23239,36,7.5,1,17777.9,0.292,1
1,52059,0.345,733,19020,24,6.6,1,9026.56,0.411,1
1,60042,0.35,712,14708,36,8.9,3,19183.63,0.25,0
1,49188,0.418,638,27098,12,2.5,2,11002.7,0.334,0
0,59304,0.299,698,23158,48,1.5,1,18248.58,0.366,1
0,64967,0.298,742,5194,12,1.1,1,28961.98,0.355,0
1,73043,0.306,690,25773,48,0,0,20966.03,0.382,0
0,74416,0.3,686,24549,24,3.5,1,11450.59,0.364,1
0,57866,0.364,736,13698,60,4.5,1,13556.49,0.287,0
0,48359,0.326,773,23410,36,3.9,0,25418.09,0.237,0
1,27146,0.486,680,28142,60,1.1,1,25589.59,0.599,1
1,56865,0.297,710,16459,48,0.7,0,9365.12,0.329,0
0,61753,0.464,698,5579,36,4,0,22835.57,0.281,1
0,49648,0.301,683,18431,12,12.7,1,14022.24,0.291,1
0,71539,0.346,733,28378,36,4.2,0,17828.98,0.327,0
0,60119,0.352,733,22428,36,0.1,4,20938.05,0.193,0
0,82650,0.412,637,27370,24,5.8,1,13353.18,0.352,0
1,88652,0.278,728,7069,24,8.2,1,25049.46,0.333,0
0,39505,0.412,703,7644,36,6.2,0,20454.84,0.356,0
0,55826,0.219,718,17865,48,0.1,1,17076.33,0.299,0
0,60686,0.329,691,17529,24,5.5,2,33359.18,0.304,1
0,58596,0.326,723,28437,36,1.9,1,18348.48,0.253,0
0,46281,0.271,726,28666,36,10.8,0,19244.08,0.27,0
0,54477,0.23,714,9886,24,6.6,0,18129.26,0.287,0
0,68707,0.336,728,8735,36,6.5,0,21034.37,0.345,0
1,64096,0.294,702,9227,48,0.7,2,21441.6,0.318,0
0,56348,0.32,737,23149,48,2.1,0,21252.02,0.285,0
0,81650,0.28,694,9580,48,0.7,1,17661.28,0.367,1
0,44695,0.325,687,29014,60,1.7,1,10497.91,0.316,1
0,60592,0.241,734,22006,36,4.1,2,16140.74,0.331,0
0,18557,0.386,625,24246,36,0.9,3,15078.22,0.51,0
1,58678,0.335,676,12417,12,12.8,1,19836.09,0.217,0
0,64790,0.397,744,28236,60,12.3,4,16066.48,0.332,0
1,30324,0.279,723,25113,60,3,2,13205.89,0.488,1
0,56420,0.316,716,20464,48,6.1,1,26630.99,0.274,0
1,56637,0.271,745,29708,36,1.2,0,22068.59,0.313,0
0,58379,0.283,690,21413,36,1,1,28002.81,0.389,1
0,57189,0.341,694,26385,36,10.9,1,23336.49,0.289,0
0,37881,0.269,713,24108,48,10.6,2,20895.13,0.309,0
0,74899,0.356,724,18631,60,1.8,2,17899.38,0.278,0
1,59071,0.31,693,6860,12,0.1,2,11331.36,0.38,0
0,63614,0.206,726,22382,24,6.2,0,25037.31,0.338,0
0,57368,0.396,614,23529,12,14.8,5,12805.8,0.409,0
1,54051,0.309,690,9557,36,1.4,0,10177.11,0.53,1
1,58035,0.4,727,19765,24,1.7,1,24345.63,0.259,1
0,60135,0.372,738,5074,36,1.4,1,21775.84,0.249,0
0,68206,0.351,702,23926,36,1.8,1,24337.16,0.305,1
0,59806,0.363,725,11493,60,0.4,1,18677.21,0.216,0
0,47522,0.29,744,9408,48,0.1,2,20722.26,0.276,0
0,69080,0.27,741,29165,24,7.6,0,21211.72,0.159,0
1,61677,0.416,682,14093,60,1.4,1,19908.32,0.479,1
1,46672,0.271,778,27605,36,19.5,0,25159.52,0.287,0
0,61220,0.235,757,11933,12,16.5,1,31488.02,0.339,0
0,71067,0.309,747,11402,48,0.2,1,21352.45,0.245,0
1,54404,0.312,661,20666,48,0.2,5,3489.52,0.4,1
0,52878,0.3,707,28612,48,0.9,0,19891.1,0.288,0
0,39366,0.324,768,14096,36,8.5,1,26480.43,0.237,0
0,62766,0.326,770,7394,24,2.6,0,14763.34,0.355,0
1,66820,0.291,730,28769,36,0.8,1,15892.69,0.27,0
0,39196,0.451,596,6740,48,5,1,18298.67,0.443,0
0,77753,0.292,699,23138,48,0,1,16410.65,0.312,0
0,54504,0.328,742,21301,36,2.1,1,7918.99,0.295,0
1,32968,0.533,634,16767,48,0,2,14774.89,0.305,0
0,49443,0.507,549,5226,36,16.2,2,30967.76,0.485,0
0,75008,0.247,713,20647,48,1.3,2,20326.8,0.302,0
1,47223,0.409,657,12616,24,0.3,1,14904.09,0.445,0
0,73954,0.229,733,27904,12,2.1,1,18143.16,0.404,0
0,64770,0.274,721,25557,36,0.6,1,30387.32,0.358,0
0,51977,0.206,710,8729,36,0.1,1,15082.62,0.285,0
1,59821,0.411,752,24961,36,1.4,2,16849.24,0.311,0
0,75285,0.305,672,13017,60,6.4,0,14958.24,0.309,1
1,49935,0.365,706,9901,36,11,1,11146.57,0.289,0
1,76188,0.28,748,16652,36,3.8,0,29326.58,0.279,0
0,51530,0.321,743,8788,36,27.6,1,12717.19,0.364,0
1,66866,0.33,682,22748,12,0.3,1,12984.14,0.243,0
1,44375,0.408,685,26484,48,2.2,0,18426.23,0.289,1
1,62388,0.4,674,11674,36,1.2,0,23898.66,0.239,1
0,56670,0.274,665,24017,48,4.4,1,17511.53,0.349,1
0,58798,0.492,674,24928,36,2.3,2,23637.89,0.408,1
1,60159,0.389,661,16797,24,4.3,6,18638.99,0.238,1
0,58220,0.387,697,21223,36,1,0,29759.22,0.359,1
0,59049,0.271,712,20678,48,3.1,3,20629.19,0.307,0
0,32820,0.274,638,7612,24,1,4,8085.09,0.542,0
1,61294,0.474,718,18822,24,0.5,2,8216.15,0.577,1
0,68713,0.427,749,20923,12,0.9,0,13961.52,0.39,1
1,62909,0.28,748,29075,60,8.8,2,19175.11,0.235,0
0,60781,0.338,721,14465,12,9.9,2,21126.33,0.273,0
0,62587,0.357,702,5076,48,6.2,0,21158.09,0.274,1
0,63244,0.261,682,13792,36,0.6,2,18555.65,0.268,0
0,55305,0.284,712,12235,36,1.6,0,21577.19,0.344,1
0,56347,0.256,699,11062,24,4.9,0,22136.52,0.27,0
0,76923,0.347,729,5300,60,1.2,2,16739.13,0.297,0
0,62076,0.285,740,13786,24,3.1,2,25053.82,0.301,0
0,31918,0.318,707,20220,60,0.8,3,23625.1,0.521,1
0,55836,0.261,757,17226,36,0.7,1,18850.53,0.281,0
0,49919,0.326,740,9879,48,3.6,0,16752.52,0.394,0
0,57372,0.383,643,13101,36,2.6,4,19428,0.385,0
1,44863,0.249,725,26155,12,3.3,3,17687.28,0.258,0
0,29475,0.307,621,24731,60,1,1,9746.43,0.389,0
0,56081,0.267,722,17603,48,7.7,1,16135.41,0.354,0
0,52720,0.284,739,5199,12,2.7,1,23014.06,0.336,0
0,73459,0.298,724,26723,48,11.1,0,17336.87,0.321,0
1,37122,0.429,535,23000,48,2.2,1,12937.9,0.461,0
0,45948,0.319,765,23162,48,7.9,2,21312.27,0.335,0
1,62494,0.303,719,24854,12,7.4,1,27660.22,0.301,0
0,49487,0.252,735,11593,36,2.6,0,13874.93,0.368,0
1,51201,0.42,684,5728,12,1.2,3,15016.23,0.492,1
0,70098,0.277,718,6321,36,5.4,0,20396.05,0.418,0
0,51821,0.299,728,19583,36,0.8,1,12489.9,0.315,0
1,43666,0.386,626,8577,24,0.4,2,17489.65,0.525,0
1,51977,0.34,708,14659,36,4.1,2,22454.29,0.288,0
1,32131,0.29,718,16272,60,3.1,1,25236.62,0.489,1
0,49598,0.257,731,26594,60,1.3,1,13420.01,0.305,0
1,29927,0.496,700,25560,48,4,2,8210.61,0.53,1
0,51140,0.241,697,27898,36,7.4,3,20211.28,0.259,0
0,58910,0.358,710,21852,36,5.1,1,10957.27,0.332,1
0,61054,0.253,732,22925,36,7,1,24652.83,0.312,0
1,42194,0.268,773,18624,12,2.4,1,20542.05,0.28,0
1,41829,0.357,620,15459,48,6.2,4,8708.09,0.413,0
0,66427,0.323,680,12503,36,3.8,0,20856.23,0.444,1
0,49440,0.342,705,8282,12,38.7,0,20486.89,0.235,0
0,62089,0.222,732,6199,48,9.3,1,12845.32,0.211,0
1,77829,0.276,750,5626,36,3.3,1,17566.03,0.27,0
1,69453,0.323,719,27149,48,3.8,0,19507.89,0.37,0
0,56594,0.312,727,23940,12,6.7,0,17954.84,0.324,0
0,68715,0.284,751,18246,36,7.4,1,25667.85,0.309,0
0,63857,0.255,693,28950,36,3.2,1,20940.85,0.198,0
1,66802,0.454,678,17550,12,2.3,4,14487.31,0.509,0
1,44083,0.473,690,7217,36,7.4,3,1747.85,0.338,1
0,59225,0.435,686,21854,36,4.3,1,7469.79,0.223,1
0,65559,0.3,695,13041,36,10,0,23237.69,0.239,0
0,67709,0.251,781,22298,60,0.8,0,20237.91,0.321,0
1,26781,0.48,678,18901,36,2.2,0,6385.45,0.352,0
1,73511,0.293,759,28088,24,8.5,1,26009.27,0.295,0
0,41270,0.255,715,28496,36,2.3,0,26368.13,0.431,0
1,71278,0.287,677,13363,24,4.5,1,15842.65,0.345,1
0,59108,0.221,682,24776,24,0,1,20806.6,0.284,0
0,51779,0.349,696,22812,12,10.7,1,23989.79,0.304,0
1,34750,0.26,654,24518,12,3.4,2,2132.86,0.428,1
0,56940,0.25,759,20384,24,3.9,1,12659.11,0.345,0
0,62871,0.282,689,10012,36,9.5,3,14156.49,0.377,1
1,53920,0.389,742,17699,24,2.7,3,20560.76,0.654,1
0,47807,0.278,712,6990,24,2,2,21347.71,0.261,0
0,57485,0.3,712,25726,48,1.5,0,13033.69,0.333,0
1,75308,0.371,723,14320,60,1.4,1,28313.81,0.309,0
0,52534,0.379,720,5306,12,2.1,0,16419.23,0.353,0
0,84852,0.356,717,9109,36,16.1,1,26637.52,0.441,1
1,55373,0.376,572,15465,36,4.5,2,16440.72,0.505,0
1,71810,0.366,746,17091,24,6.1,2,5549.6,0.249,0
0,60733,0.243,700,20841,48,2.3,3,25676.73,0.254,0
0,70571,0.265,687,19967,24,9.3,1,26250.83,0.331,0
1,53646,0.257,708,15498,48,9.5,2,28350.23,0.234,0
1,60896,0.325,695,19581,48,1.2,3,24449.42,0.202,0
0,57660,0.248,761,6499,12,7.2,0,9323.9,0.39,0
0,58133,0.278,691,22980,48,11.4,0,14550.74,0.334,0
0,73996,0.229,762,13650,48,0.1,1,18702.93,0.353,0
0,65517,0.365,749,9518,24,4.4,1,20758.65,0.304,0
1,57397,0.39,663,18210,36,2.3,4,22275.97,0.365,1
1,53235,0.416,589,26834,36,3.5,2,16117.13,0.562,0
0,59847,0.371,695,11814,12,1.7,0,31405.25,0.344,1
0,65101,0.374,740,13781,36,10.1,0,16649.31,0.246,0
1,51985,0.322,675,14475,60,0.7,1,14558.44,0.372,0
0,62982,0.295,689,22542,36,10.1,0,14676.56,0.239,0
0,57784,0.307,681,24745,36,6.4,0,19532.32,0.26,0
0,75112,0.35,699,19961,24,24,1,16308.79,0.3,1
0,44935,0.261,768,23129,36,0.6,1,27244.4,0.246,0
1,57193,0.281,761,16467,60,2.9,3,22918.75,0.302,0
1,39390,0.496,724,15106,36,2.5,2,17464.71,0.475,1
0,65541,0.251,724,8096,60,2.2,0,16643.62,0.342,0
1,79873,0.325,707,29196,36,17.7,0,28506.79,0.213,0
1,65056,0.306,736,9905,12,4.5,1,21789.25,0.353,0
1,46989,0.296,658,29925,24,3.4,0,13209.58,0.273,1
0,74401,0.223,701,21670,48,16.5,2,11579.39,0.335,0
1,56665,0.281,654,29306,36,5.9,3,6221.76,0.431,0
0,53752,0.307,721,23443,36,0.9,1,28461.75,0.287,0
1,48228,0.318,717,14954,36,2.9,3,16838.54,0.334,0
0,56385,0.292,735,24555,24,4.1,0,24895.91,0.297,0
1,66709,0.238,751,8366,36,1,1,24627.46,0.323,0
0,39956,0.353,663,9942,12,1.2,1,1925.59,0.566,1
0,64803,0.284,707,20343,24,2,3,17796.51,0.264,0
1,22151,0.403,690,13648,60,6.1,2,20411.01,0.579,0
1,62790,0.313,737,11944,24,9.2,1,23089.54,0.339,0
0,50358,0.292,736,8165,36,20.6,1,21430.47,0.329,0
0,75486,0.264,714,18507,12,0.5,0,24334.11,0.306,0
1,65988,0.309,710,20372,48,7.5,1,24335.58,0.325,0
0,67045,0.279,758,20878,48,4.7,1,17102.68,0.262,0
0,66095,0.378,633,26071,36,1.7,3,11950.05,0.506,0
0,79669,0.334,750,5473,48,11.3,0,19467.41,0.259,0
0,52717,0.303,790,6860,60,5.8,2,11769.59,0.341,0
0,54851,0.354,686,24761,12,14.6,2,26807.16,0.282,1
1,52138,0.461,649,26355,36,1.6,2,23746.69,0.512,0
0,62206,0.34,734,26333,36,0.5,0,14173.78,0.302,0
1,47737,0.503,651,12449,24,2.9,4,17337.49,0.527,0
0,58930,0.181,705,24429,24,1,1,15070.82,0.302,0
1,56498,0.469,634,7623,24,4.6,2,9595.31,0.254,0
1,48796,0.209,744,19818,48,0.1,1,23627.6,0.37,0
1,75134,0.392,722,7477,36,5.4,2,14150.62,0.271,0
0,52331,0.305,680,10272,48,7.2,0,22867.03,0.269,1
1,49024,0.401,725,6085,36,3.5,1,9559.46,0.272,0
0,49598,0.45,632,15096,36,1.4,1,18871.6,0.444,0
0,30301,0.424,658,10713,48,6.1,2,-611.06,0.358,0
0,45035,0.354,680,21569,60,7.9,1,18082.32,0.224,1
0,55406,0.393,700,15350,60,1.1,1,10938.93,0.345,0
0,37832,0.286,721,6746,24,0.7,0,10515.59,0.374,0
1,64828,0.319,689,12025,48,4,0,15934.05,0.307,1
0,30894,0.342,632,27554,60,0.4,0,16971.49,0.426,0
0,53769,0.393,763,21850,24,0.5,0,19845.42,0.224,0
0,58529,0.319,651,12684,36,1.3,2,21568.89,0.292,1
1,52396,0.33,738,20967,24,13.9,1,22317.74,0.315,0
1,51094,0.422,652,25828,36,6.8,4,29265.91,0.612,0
0,60018,0.206,723,6556,36,1.8,0,15901.19,0.271,0
0,65348,0.264,740,15051,24,4.9,4,20480.51,0.313,0
0,47555,0.312,736,6755,60,1.4,0,20179.34,0.282,0
0,54685,0.363,740,22808,24,1.4,0,21992.6,0.321,1
0,69789,0.338,744,29962,24,9.2,1,20430.31,0.34,0
0,63866,0.361,732,29785,24,4.1,0,20965.24,0.281,0
0,54031,0.403,752,22852,36,7,2,14012.55,0.28,0
0,45753,0.252,714,19551,24,3.7,0,26599.23,0.269,0
0,86017,0.311,700,7284,48,0.2,1,27814.89,0.283,1
1,48210,0.261,748,20090,36,3.1,1,18230.32,0.306,0
0,56793,0.305,702,11349,24,4.2,0,25509.04,0.398,0
1,42318,0.448,669,9947,12,1.1,3,21825.09,0.362,1
1,26538,0.451,681,27719,48,0,2,18008.17,0.377,1
1,54006,0.315,729,6031,36,5.6,1,22618.73,0.334,0
1,35647,0.286,731,27493,36,2.5,1,24325.26,0.369,0
0,50272,0.34,713,29524,36,9.9,0,18182.3,0.327,0
1,38309,0.421,667,8460,36,0.1,2,28412.25,0.478,0
1,55736,0.351,736,7737,24,6.7,1,19213.94,0.343,0
0,43390,0.264,700,5237,36,3.7,3,21562.81,0.32,0
0,63929,0.296,751,10610,24,10.7,2,18916.34,0.312,0
1,55597,0.396,649,11652,36,0.2,1,-3436.94,0.455,0
0,65141,0.369,721,7669,24,0.1,0,13639.18,0.291,1
0,47290,0.335,742,16066,36,1.6,1,18584.54,0.345,0
1,25839,0.549,647,18931,24,6.7,1,17641.95,0.466,0
0,74478,0.234,746,27292,24,0.7,0,27625.4,0.318,0
0,60122,0.302,784,21952,36,4.4,0,21956.52,0.286,0
0,67834,0.295,755,14963,12,6.5,2,25891.41,0.297,0
1,56374,0.369,658,18062,48,0.4,1,7584.18,0.273,0
0,54381,0.305,702,15154,24,18.9,0,23145.39,0.341,0
0,44295,0.317,730,5245,48,1.3,1,27334.39,0.315,0
0,53691,0.289,717,13197,36,2.4,3,23331.1,0.185,0
1,41792,0.277,689,6827,48,2,1,23109.86,0.339,1
0,60859,0.244,732,14185,48,6.8,2,23465.33,0.364,0
1,69578,0.314,764,27221,24,6.5,0,19888.41,0.297,0
0,53385,0.256,710,6140,60,1.3,0,13055.15,0.344,0
0,69525,0.37,695,18648,60,15.5,1,28496.12,0.379,1
0,46059,0.461,664,20273,36,2,4,15060.37,0.358,1
1,63604,0.373,699,25724,24,3.6,1,22542.65,0.203,1
1,44429,0.407,641,5698,48,0,0,-1076.22,0.424,0
0,43842,0.18,722,25725,36,0.3,0,19393.99,0.304,0
0,63380,0.251,706,5897,36,3.3,1,19415.87,0.328,0
0,61799,0.295,674,15425,24,6.5,3,16299.42,0.294,1
1,45060,0.386,644,21613,48,0.6,2,21947.63,0.463,1
1,31758,0.264,644,20497,48,7.1,0,13997.8,0.361,0
1,63938,0.3,712,10336,48,10.2,0,16809.36,0.277,0
1,36828,0.422,665,14586,48,0.1,1,7099.87,0.447,0
1,55254,0.175,692,19634,48,0.2,1,16736.96,0.411,1
0,52128,0.287,701,24936,48,12.1,2,26324.07,0.28,0
